Date,volatility,momentum,price_strength,volume,breadth,kosdaq_ratio,sentiment_index,grade
2019-01-28,59.172987798382785,56.89844882287923,30.372727526069358,32.22758221239332,89.68830106041119,34.150361554982226,51.0,중립
2019-01-29,59.32562509091445,58.12162784062074,31.375235208851727,34.88659011103729,87.51186740003982,31.361854821853203,51.3,중립
2019-01-30,67.15412693532369,62.36356821254893,35.15360112375207,35.893253801823626,89.79724750434411,29.830326921277194,54.8,중립
2019-01-31,70.78145416775197,62.25247770597749,34.93029659639312,38.99105063135956,88.33475466469369,31.02579209427752,55.8,중립
2019-02-01,70.29459010734625,62.133907199472446,34.70032807065939,40.520491304876565,93.70281062816771,31.399567911002034,56.7,중립
2019-02-07,72.0285459933317,62.26175795078868,34.693704460153526,42.33608865750254,92.0452415413661,37.56427875063301,57.7,중립
2019-02-08,67.8641451309307,57.68767131269465,30.33137034827671,37.47105423522242,74.67141399374833,42.088869991107515,52.2,중립
2019-02-11,75.05452672494256,58.48314905650326,30.940136696781206,35.0516991757772,75.14164211536668,43.801178406354865,53.8,중립
2019-02-12,75.35874216889098,60.38638082387805,32.55141072806808,31.200792237883036,73.80423063009907,40.344758060823885,53.4,중립
2019-02-13,75.49637429791584,62.502764033367775,36.14570968063893,29.168171421692545,75.67297390294695,43.06274644355997,54.9,중립
2019-02-14,75.99125856551596,67.02209057721176,40.385169958527015,32.50604542306852,82.31291623236898,39.88072432106449,57.9,중립
2019-02-15,72.88229699958067,61.79217279302291,35.20807629499542,33.07744949269541,68.26572312673812,42.989264549127114,53.5,중립
2019-02-18,72.44966585848533,64.60888864569289,40.848984434764965,31.69642348490891,67.84437617909863,43.72613999494791,54.9,중립
2019-02-19,71.92287934141005,63.770641868809776,40.624512998636746,31.093951982569806,58.879685460309574,45.96915157242842,53.4,중립
2019-02-20,70.83645675863417,68.16939130919411,45.24997882348426,30.232936392680802,64.50774823240917,43.017683662490484,55.4,중립
2019-02-21,70.7450599870316,68.01539323213909,45.03910284579612,24.422718808193665,62.88098411640564,41.472292070436055,54.0,중립
2019-02-22,71.56405463808049,68.36418724372945,45.39182637971435,24.761028055170375,57.84682092317395,39.14564261878052,53.4,중립
2019-02-25,71.62664622774523,68.75914661354837,45.78671574938424,26.011551639745473,58.9070744929638,42.32148742698194,54.2,중립
2019-02-26,71.95803345248206,67.71114051202021,44.64426027505603,24.780566494282873,57.22586803120216,41.614741167111774,53.3,중립
2019-02-27,77.25214535847469,69.24810285782361,46.21417717419638,23.20552411392684,59.321362556113016,42.75192401314552,55.2,중립
2019-02-28,67.73630033320713,62.23202155040425,38.67121926655781,26.299242379472147,55.07306698132142,38.726514672287784,49.8,중립
2019-03-04,67.73230157170059,61.501027136910714,37.75494301996302,26.42862030518558,52.722762003837154,48.121973090372485,50.1,중립
2019-03-05,70.04197768370221,59.59561033371125,35.563957523419354,26.803056445649492,46.94632337041955,49.88584195701609,49.1,중립
2019-03-06,70.01255849560165,59.118454059798175,34.86815103512213,28.345383255040495,42.675234936428964,49.676545982228106,48.4,중립
2019-03-07,69.63506827191878,57.53859329727703,32.987676437815225,29.531788334262753,31.474391606748583,46.13811504689558,45.8,중립
2019-03-08,66.02070105110242,52.63823432629776,27.55329111133887,23.574324680111634,31.750551135163718,50.63232681184638,42.6,중립
2019-03-11,68.92832449374933,53.00286075060211,27.679835417523673,20.87373230803522,25.16563352219248,51.8270318854011,42.0,중립
2019-03-12,66.70237731569551,56.71389607941936,31.337218580485505,22.759772173374447,34.89435617322573,56.23988880581714,45.2,중립
2019-03-13,67.10175136293337,55.34934475704991,29.656107424135424,22.285693361162988,21.95022577201908,57.43711004070972,42.8,중립
2019-03-14,67.53474049019911,56.90687396881201,31.049685955781563,24.7035298691921,25.863243943323525,55.79484320522419,44.3,중립
2019-03-15,68.4633765402637,60.79912268380097,34.96591399947866,29.05019172926972,33.981325291675475,47.9764252769324,47.1,중립
2019-03-18,72.62675269738638,61.57522812071817,35.61379838365856,29.797502121983754,34.4906069621924,49.46232558620437,48.6,중립
2019-03-19,74.13253473705801,61.38838617750525,35.25536538030448,28.368567468279583,35.33533518899701,47.1677178401672,48.4,중립
2019-03-20,74.2099679369804,61.458937208491996,35.15568365982607,30.270484698000384,31.89609203574537,47.219890368626565,48.2,중립
2019-03-21,77.77117944395847,63.024713713310256,36.646978356898934,30.634074817581098,45.86722058306453,42.196270308350584,51.2,중립
2019-03-22,77.6648390537377,63.5456600993113,37.04378648269071,28.977965446489634,48.5166066645321,41.73968288069395,51.4,중립
2019-03-25,68.80882233392917,56.067978171206136,28.975650984813278,31.91617851319524,38.96347840266421,40.16903700047178,45.4,중립
2019-03-26,68.65240686556999,57.03652900805059,29.73089211395914,31.546633868330876,41.41132950581873,44.20878345714442,46.4,중립
2019-03-27,68.66611297083139,56.68632770458804,29.121336053287134,33.07843048355978,43.249223729367536,40.119393846751755,46.4,중립
2019-03-28,68.58977253658368,53.745669822488665,25.762951252830753,31.005239724990158,46.62966486943652,38.454014574544516,45.1,중립
2019-03-29,73.74433409997127,56.2926051262094,28.1724409526203,33.733870135232785,50.853936740859496,41.05147373582639,48.4,중립
2019-04-01,68.62994761643841,61.58009668181281,33.46497872286657,33.05503483982084,53.49060746673382,39.89188294080005,49.7,중립
2019-04-02,68.77718662922756,63.453452331222934,35.170986909871345,31.785458879618595,59.03981932942003,39.62796772560046,51.1,중립
2019-04-03,65.43330054788893,68.46797967176778,40.17215454316991,31.28552297196124,63.37179868867483,39.871281052220475,53.0,중립
2019-04-04,66.12299274712362,69.27369380791271,40.79706065281699,35.803692123538575,59.460148932810164,40.27784116952924,53.6,중립
2019-04-05,71.5465129656851,70.03610290082193,41.387475951199946,39.79443319078701,59.384413166109866,39.62096319066241,55.4,중립
2019-04-08,71.55652832784817,70.36896792946376,41.577245611547355,42.3190856984605,60.332099369760755,39.36521655328754,56.0,중립
2019-04-09,73.08920723737702,71.00592416247392,42.14463583646769,47.825916448523,61.25032770138945,41.09773480596031,57.7,중립
2019-04-10,73.66162012896372,73.06224370122486,44.22058956355786,48.07175882401153,61.96623223362077,40.71373639405651,58.8,중립
2019-04-11,73.66654842931658,73.11663886209988,44.23018334416729,46.25108125803476,61.49509007639988,43.64232557518971,58.7,중립
2019-04-12,75.34025239696052,74.76523130746294,45.9572978485128,42.982730364433834,84.07570458907892,42.51806021657018,62.5,탐욕
2019-04-15,75.10436276935636,76.32296949719158,47.76490651211788,43.519498116079205,84.72099833310807,40.10479094389441,63.1,탐욕
2019-04-16,75.24310742741869,77.24461213076339,48.86711490681631,46.476523610924254,87.30891393080226,38.053763026121175,64.1,탐욕
2019-04-17,75.10856978759722,76.5852031854948,48.34189051764764,46.914379594515424,97.77724083158881,39.15560837728887,65.6,탐욕
2019-04-18,68.69398864429618,70.58344660423458,42.18488291609748,50.39900835630783,75.59171951657294,37.703251304232396,59.0,중립
2019-04-19,68.69183523842477,70.94595465495821,42.641078883808085,50.91653942746531,70.35463731737144,41.549599913147496,58.8,중립
2019-04-22,80.85253836035201,70.93333073577001,42.73692309204273,51.91938462291033,68.07403614605995,40.88082111896292,61.0,탐욕
2019-04-23,80.85334982635676,71.54326641201722,43.47686097114331,47.27932671213753,59.91263016336924,39.61438505577973,59.2,중립
2019-04-24,77.75737629590508,67.91067520582835,39.742774362235885,49.101207078310324,47.33474672522147,40.87651636349457,55.6,중립
2019-04-25,79.43843676295566,65.852329681095,37.724289720942664,43.612321333027595,41.36302547341985,38.65923103401536,53.2,중립
2019-04-26,78.88142157871393,63.67834110024126,35.579307572394434,43.181444807861766,37.05199649234823,35.572355381057115,51.2,중립
2019-04-29,75.34450297437525,70.24841455335942,42.69475725629106,38.850132484254836,50.925828204720275,33.8119214813843,54.5,중립
2019-04-30,74.35028095912853,67.62969475640588,40.23350794014042,34.97218889737159,43.375837778157894,37.76079255629414,52.0,중립
2019-05-02,77.94433488543278,68.9778720547527,41.98935698738441,28.909708226664492,46.481251763709906,38.672874924005846,53.0,중립
2019-05-03,76.31466323313133,65.69984172231543,38.83992940849429,32.701286869377064,39.30155210643016,41.85444910606784,51.2,중립
2019-05-07,74.36426492963464,61.94757265109413,35.134577342485336,30.475465983807084,32.03944487553356,40.716503300183525,47.7,중립
2019-05-08,74.09926596214629,60.09468147048263,33.41321910650547,31.875262576301584,28.404553224939406,38.002003073814706,46.4,중립
2019-05-09,54.45453394374891,48.035741962167315,20.76178361953219,39.56439859166461,21.214746939931814,38.662309361645,37.6,공포
2019-05-10,55.00014346617086,49.09193398260728,21.9176703867136,46.42737924082428,26.381589998320266,36.555693465724524,39.8,공포
2019-05-13,52.791531090970736,43.807394293058955,16.352950040738467,42.68104776579353,22.624553469172923,34.40380576397593,35.8,공포
2019-05-14,53.4600534020336,44.31958721522237,16.8954432350041,46.30458321754712,23.33770155546692,34.47312325743607,36.8,공포
2019-05-15,53.11527322516572,46.316572730162754,19.354974093659624,48.05535919066246,25.4261123448579,42.55687124771834,39.0,공포
2019-05-16,52.56290859347426,41.762071913419454,14.991385455245176,46.76853088068042,24.888849246013976,40.623789644056465,36.7,공포
2019-05-17,52.7040015203122,39.62585975046349,12.797283189736493,41.79108596660687,24.762020644852015,40.82854065781307,35.1,공포
2019-05-20,54.55315380421091,39.63118084368624,12.778718319602541,44.60840784830033,25.83668069248334,34.27204549628344,35.4,공포
2019-05-21,54.18390852033875,40.65235829503208,13.920382365888939,40.46987841667429,15.389423909409402,34.16217492038865,33.5,공포
2019-05-22,53.899115956323094,41.344275716504804,14.664335576378845,38.711699376236126,17.729738447769066,34.914161980802874,33.9,공포
2019-05-23,54.466991318757614,40.4279895008632,13.578315829193134,32.799786338404765,13.71655159091408,30.45442807957451,31.7,공포
2019-05-24,54.78741438174751,37.897005400138895,10.635557512106157,31.982685254914927,13.857708978762346,29.32533395368112,30.5,공포
2019-05-27,54.63657871922237,37.74961805873362,10.40885478900698,25.397486827606002,15.182573713840881,29.316659786981365,29.6,공포
2019-05-28,54.087079745939725,38.63255076999395,11.360945852462109,25.00637235702607,18.017503331503235,35.351718583449696,30.8,공포
2019-05-29,61.9062291366901,34.03566883721824,6.10394314822967,21.79543370479166,23.02006035265707,33.96057491665197,30.5,공포
2019-05-30,58.795610834085416,36.89081438809437,9.294006666247407,20.214735283228435,27.70490385673631,30.029053331100346,31.2,공포
2019-05-31,59.60634869399883,37.48577964590992,9.899855355009118,18.85428066077499,35.575576615989334,33.39233959558348,32.9,공포
2019-06-03,54.255507808038836,42.303326956266496,15.280498081881644,20.87541771192519,45.41223659770704,29.237410906028714,35.2,공포
2019-06-04,54.90197967007477,42.20075360336803,15.099125841142067,19.64914930031209,40.93817234255934,32.16577985611786,34.7,공포
2019-06-05,54.71391532647294,42.65578173427546,15.540154707251116,20.014703412522618,50.594406023150874,34.63172585804896,36.6,공포
2019-06-07,74.89653784616254,43.27944646521601,16.20371045846173,19.529442691903256,57.460004407227856,38.803648406775054,42.3,중립
2019-06-10,70.07975044564117,48.29352453496965,22.18378017520085,21.4009251392429,65.8783412847676,36.432280563341216,44.8,중립
2019-06-11,74.75322883799727,50.55076553347061,24.767252973300067,25.546146849649777,67.47779133731342,38.321398486581586,47.8,중립
2019-06-12,74.62568469525742,49.98027576173996,24.12556999663646,32.47792661228053,65.22994056211834,36.538269245760034,48.1,중립
2019-06-13,75.01140440452049,48.90631310690017,22.95125021694045,37.30320591778904,65.08085565330286,38.791881638520294,48.6,중립
2019-06-14,79.24698350572169,47.4625498450525,21.32820287298271,42.203028541372525,68.16780579361145,37.850742823632714,49.9,중립
2019-06-17,80.33572050843242,46.553837803751456,20.346838505688574,44.885575230402814,66.44273699870388,37.06133262482428,49.9,중립
2019-06-18,80.10002653406148,47.94732308517752,22.02021091475405,46.59901432760091,67.22127161003735,33.35821744404889,50.4,중립
2019-06-19,76.27789545380493,52.65215114696568,27.511825282507807,48.440979582542184,84.89466874118881,30.26286161788589,54.3,중립
2019-06-20,76.21183202265381,53.79005084935532,28.878182808542384,56.129657803165856,83.90137041219751,34.069018124337695,56.2,중립
2019-06-21,76.18446933825521,52.67205991504367,27.765060250250112,60.07447948992834,80.1422658307584,32.694131127614305,55.6,중립
2019-06-24,78.45856161508684,52.72154107172775,30.860002306321537,61.10433529216098,75.7076929681463,30.029123363859604,55.9,중립
2019-06-25,78.11326865214983,51.77842772514196,31.179001316671755,59.63602118611027,73.25384331008586,26.918748573110268,54.8,중립
2019-06-26,78.02596980383753,51.754521516776954,33.49979960226794,54.69066445943328,72.80739725622439,26.658066551407263,54.4,중립
2019-06-27,84.847189362655,53.92374845396931,37.98388266793284,44.3769398023051,74.82173895192084,18.931772048451098,55.1,중립
2019-06-28,85.19646076617953,53.14779166922753,36.98446299740171,40.34883720930232,65.34858694631623,15.841749942424983,52.5,중립
2019-07-01,84.96986203447409,52.87866159179332,37.35517178270689,34.63877534114313,59.964343765178995,19.072376775124997,51.1,중립
2019-07-02,88.59310373142439,51.334079303677505,35.23534857653882,30.074598903157685,57.01150136994783,20.744380953265402,50.2,중립
2019-07-03,82.14172330712925,46.49500593307215,28.096020529858595,24.78126717105541,46.900866789483075,23.733347461052436,44.5,중립
2019-07-04,81.21698725638159,48.7157079689576,31.799971113207874,20.017036252472774,55.55001719153403,20.8080530006243,45.8,중립
2019-07-05,81.22925557734293,48.91046571007674,32.314196508477735,17.879071009076345,58.47415781370124,22.24631100191929,46.2,중립
2019-07-08,71.68107297692107,40.35159445517289,19.481374093406927,19.92650151645968,38.902485323694506,17.07561498256874,36.8,공포
2019-07-09,72.40421295914588,38.08145629628335,16.125309284403965,19.95754782851557,24.327835634188204,13.707141402826625,33.3,공포
2019-07-10,71.82249396254042,39.28080728712626,17.991342061464074,17.669782361259614,24.45578974347508,17.81270538345723,33.9,공포
2019-07-11,68.41792376302024,43.1737237427716,24.01795030661845,16.819753951228055,35.75228292164543,19.7824888058504,37.0,공포
2019-07-12,68.42886166433001,44.249895999150525,25.6987161575707,15.822981822453238,37.86328578406988,21.153313114986467,37.8,공포
2019-07-15,68.45204483226922,43.46157353945277,24.54317698019635,15.007390687437608,37.981870793815865,18.774162575079842,37.1,공포
2019-07-16,68.29731697533968,45.14830759727814,27.139073705864963,20.368426160374774,41.28995832162991,17.269906233254225,39.1,공포
2019-07-17,70.97641948106198,41.68601896591435,21.900305471077434,30.48881450686797,32.808815185962416,16.57638479524209,38.1,공포
2019-07-18,71.43111871199417,40.56917226319452,20.139358524235885,35.587683216680574,32.32552219083756,17.463537826330025,38.4,공포
2019-07-19,65.96434944634457,45.64996752718454,27.827429763924716,37.32988935579628,41.50258119445623,17.81722789551005,41.5,중립
2019-07-22,65.99105303953877,45.48371097421885,27.545446078213015,36.22483878894136,42.882693153576504,18.772478860290278,41.5,중립
2019-07-23,65.55950512131511,46.993194233645156,29.78741210788542,35.26821125017008,51.478819391344246,14.52938273939885,42.9,중립
2019-07-24,63.84521109066772,43.56526016938466,24.4934350040428,36.85232948094478,43.04585392676681,13.465468938035077,39.7,공포
2019-07-25,64.87407189899312,42.20176870358934,22.33158257775474,41.18217150090488,40.78776743172122,11.202100341211661,39.3,공포
2019-07-26,64.7219219636128,40.79056624463127,20.059177428346583,45.89765538140638,50.66230135214379,8.88525104361203,40.5,중립
2019-07-29,58.9392820491613,34.24762229485789,9.89136406402069,51.50239862549589,43.819531524972795,1.5726536453171502,35.1,공포
2019-07-30,57.997912970022405,36.117788947647504,12.434717874580029,48.22153936481497,44.56404828670412,4.516485188271313,35.7,공포
2019-07-31,59.8285561689856,33.75113731897315,8.528487911417438,41.05837217413361,34.19106098763936,10.102157047527976,32.7,공포
2019-08-01,61.22316803295784,32.66370447882107,6.535265508765252,37.48614778649544,30.565250454665858,7.527426940192402,31.0,공포
2019-08-02,60.330029834883995,29.439576477858626,1.2246852487031314,33.8047695641277,28.189514604293066,7.806806184286567,28.3,공포
2019-08-05,56.98641835313729,20.43485872095097,0.0,33.79928821159243,19.189372158244325,0.0,23.4,공포
2019-08-06,54.09722675047397,15.417810599596915,0.0,36.65873741994511,18.366853073324705,0.0,22.2,공포
2019-08-07,55.05666625421976,14.376608322520706,0.0,38.18963514510973,18.261284138966843,8.78760884480543,23.2,공포
2019-08-08,57.5491860597224,16.714107529994095,2.4454871063703223,42.917845416226406,12.256139180388985,18.69990102620328,25.5,공포
2019-08-09,55.060627330889865,20.18432376923814,6.290954165295023,46.12603593080816,18.413239836479633,19.039482170656502,27.9,공포
2019-08-12,54.388042689555775,21.351390364620325,7.309539681070336,41.625940059360424,17.213296961723316,21.126488304122265,27.5,공포
2019-08-13,55.351729068722705,18.692790976382664,3.616619441968944,39.98949145342144,17.40619194448132,22.530201980932514,26.4,공포
2019-08-14,53.783986920564466,21.387399712663328,6.430053859708414,38.997145618411885,22.19412018483837,24.405256904324325,27.9,공포
2019-08-16,53.66718079456264,19.684303798834378,3.9172763518469123,31.142436450758314,21.927144234744432,23.84618617456504,25.8,공포
2019-08-19,57.61393793247759,22.398407782656456,6.773325285142049,26.801945329532114,29.975894856386944,23.921261561406244,28.3,공포
2019-08-20,53.66941119380058,26.491217966360477,11.338966702069214,26.95584860800089,33.300688402576455,27.563667163950456,30.1,공포
2019-08-21,54.09441173648247,27.668655830176114,12.326139075593659,22.201036679236754,36.694809874724854,31.91017684342945,30.8,공포
2019-08-22,54.52264586680295,25.525323274052774,9.265918411278276,18.0455640757625,35.675741223549394,32.691056007722516,29.2,공포
2019-08-23,54.465929120124656,25.40975220445818,8.657922109648572,18.076748573202472,38.41326303826169,31.899102481083926,29.4,공포
2019-08-26,51.039098254000024,19.906538675292566,1.4807722538970647,15.504601180103336,42.17085221692069,23.82664623282307,25.5,공포
2019-08-27,54.241171352346456,21.855258671303773,3.3406658052472817,15.421948209016945,52.0322799985185,25.949072822795554,28.6,공포
2019-08-28,52.745140895285594,25.322403641127988,7.040295913443237,13.910721001536217,58.55600502979199,31.46209927120964,31.0,공포
2019-08-29,53.1212764156401,24.252952349886307,5.317256304401291,11.374163326538184,53.552413152919975,31.452381982421652,29.4,공포
2019-08-30,45.81638891890461,30.96584169287094,13.030620556081086,10.328361787359023,57.60892956527116,32.15015660607458,31.4,공포
2019-09-02,47.14049623228922,31.520926652743537,13.34469720414818,9.410887397464577,56.92369370909201,37.32138936851398,32.1,공포
2019-09-03,60.46879090231094,31.162133079292463,12.55945080953886,8.370296579807405,60.99284476843969,38.493093904770824,35.1,공포
2019-09-04,64.15063714758054,35.67683180878061,17.683764143445497,12.030557499416838,63.089797621664324,40.07529626783674,38.8,공포
2019-09-05,64.21545072586792,38.8964330497691,21.322813719244834,19.525746937303477,69.72842394249986,39.79751844150287,42.3,중립
2019-09-06,64.48300339307158,39.900235623252065,22.305494588559043,24.07165009846582,68.38584561040416,38.66343032742326,43.1,중립
2019-09-09,65.36974257087951,42.04740320869777,24.643295142766846,33.0358856265592,66.62557496440697,34.78025978495501,44.8,중립
2019-09-10,64.97672570044801,44.56069805674518,27.4544564211804,37.569470027372084,68.08066458927964,32.1125947102068,46.5,중립
2019-09-11,67.2824353122312,47.921167887151114,31.295431975894868,42.189638318670575,75.84629977610233,33.629280157010726,50.4,중립
2019-09-16,67.30888283149142,50.52741863496861,34.216552945796856,44.32118727986061,78.44303785122838,36.25776993551173,52.5,중립
2019-09-17,69.15770293891572,50.72161226497837,34.24125621895316,47.57735836578127,93.36029253977183,39.64264337373559,55.9,중립
2019-09-18,69.42183562888712,52.454821155826146,36.12582565623889,49.569114519152954,93.36462675029287,39.228644183533454,57.0,중립
2019-09-19,70.80204081345092,54.4031132462769,38.28415775258275,48.90323417257296,93.08258137706375,38.47900918108594,57.8,중립
2019-09-20,70.67934631547385,56.63850084991954,40.7901980041289,52.057613168724274,97.88020089000216,38.847991362919245,60.0,중립
2019-09-23,73.31034594913699,56.815820777542825,40.83056676757945,49.90466903705818,97.32640566050051,37.21645128951192,60.0,중립
2019-09-24,74.0192882432957,58.6350900044562,42.92607257942157,49.26669780476412,97.47929597524309,34.544028416470056,60.6,탐욕
2019-09-25,77.65366297609285,53.55777963103194,36.722593197343,47.386220057663245,83.03674535571835,31.518931505575203,56.3,중립
2019-09-26,77.31814737584685,53.87642180726322,36.97614408745507,45.48268741403671,80.43025616657307,32.602989821399056,55.8,중립
2019-09-27,71.50224412113033,49.373838668585634,31.45920755624377,36.355699442065074,65.09415033058242,36.079459465378044,49.3,중립
2019-09-30,72.53034567570984,51.95438971510438,34.40278604719694,33.24084847399982,67.02016080245558,31.84458598181435,50.0,중립
2019-10-01,79.02070699271252,53.858850813967166,36.50497434091284,28.375878653348135,66.80005027098233,36.107154002967796,51.8,중립
2019-10-02,65.97506432024728,46.45688696228157,27.41633340983497,20.449377703560604,49.95415702273575,38.9889656307121,42.4,중립
2019-10-04,65.02418873185911,44.61374370648032,24.89903701054244,19.293946720733814,42.05541351961434,39.68682251835508,40.1,중립
2019-10-07,67.76447006184918,45.08062116451493,25.132376131708433,20.498155115296232,37.90985847316647,42.541716793583426,40.6,중립
2019-10-08,65.92514557832801,49.9422164094418,31.507293062759604,24.0002915664407,45.809431705392825,43.090994143153274,44.3,중립
2019-10-10,63.71757618699627,46.799903857581185,27.59747536805698,25.254324420212733,39.43742153353081,45.923820089561595,41.9,중립
2019-10-11,62.87247749887071,50.156193675992874,33.736804925062295,25.116690720930144,41.42512805944184,42.592670705207055,43.6,중립
2019-10-14,61.05725515238846,54.69430894002129,43.22877590371444,28.252325645401005,44.51866005772285,43.59380914129628,47.1,중립
2019-10-15,62.4385356076559,55.07578141424242,44.28605544524731,32.17456783895719,44.6670613753569,46.41541755506475,48.5,중립
2019-10-16,62.22524489561832,58.075481721860726,50.30804900405529,34.488172912636564,45.97000684020397,46.86416931821913,50.9,중립
2019-10-17,62.04415585099644,57.4017923975469,49.63708817647974,32.03738234276079,51.119761687891895,46.44520885543583,50.9,중립
2019-10-18,60.780862147274924,54.42204614646923,44.54739031966207,36.83006572833542,46.84662769298596,48.04638059295865,49.3,중립
2019-10-21,61.21498120616324,55.48228716330156,45.7719115757202,38.7660485021398,53.74908992241781,48.80979898340425,51.3,중립
2019-10-22,58.76404481384861,60.22513835831324,52.85913719478813,40.65038820749409,56.152569380669206,48.46279663759018,53.7,중립
2019-10-23,58.4435843870495,58.87063984666215,50.42788730284048,37.73101308512074,51.96533915968118,51.39120618882964,52.1,중립
2019-10-24,58.77913358910315,60.02772119664369,51.91490373256035,40.73446004010313,65.52116504881748,50.42417965673788,55.1,중립
2019-10-25,62.718162103307726,60.655036334185375,52.572870504301925,38.079750571738316,70.4678019036288,46.764689504167166,56.1,중립
2019-10-28,62.594263947952754,61.90513709736568,54.25769476796118,28.602317100719652,71.28471835599086,45.7518099978425,55.3,중립
2019-10-29,66.42294396214402,61.88344637780773,53.98914866274412,23.384923015396918,65.98946241150729,48.77915275821593,54.7,중립
2019-10-30,66.10230793695696,59.67586499346558,50.32458925700324,22.352289366417345,68.67559256942653,49.04753138710253,53.8,중립
2019-10-31,66.50250717440079,60.49094479448198,51.27170411520974,24.818520698450065,65.38913230701421,50.182006679303036,54.2,중립
2019-11-01,76.72275471775279,63.83151523084939,56.205014205282176,26.97635744654147,63.64162518810048,49.300770520835044,57.9,중립
2019-11-04,74.11540994337341,69.67703143726824,65.06847637543437,32.90248322095455,70.76054240233344,47.221663973616515,62.0,탐욕
2019-11-05,74.00228074022806,72.12221024886374,68.72712891941887,33.62464260667853,70.31166311530458,46.66905760169867,63.2,탐욕
2019-11-06,76.54574660083954,72.46187454561492,69.17266477262905,33.66731607755821,73.01352658644626,44.88412591596687,64.1,탐욕
2019-11-07,80.47075576351193,72.526286055838,69.21401280492373,32.720375988500265,82.98088332742599,42.9961434451828,66.1,탐욕
2019-11-08,80.3895890583423,71.12622731719402,67.13090758210538,35.994361137322215,77.91739714187256,43.2027460179953,65.1,탐욕
2019-11-11,81.19101922787405,68.59947860703092,63.253917257833066,39.39176083814488,64.83117566528668,43.53637251298015,62.6,탐욕
2019-11-12,79.89855355410408,71.7049290282031,68.21964305266616,44.40232387646763,73.67300149904345,42.73211568146502,65.9,탐욕
2019-11-13,77.77493447350624,68.12595544884437,62.769986803206415,50.59933246263242,63.06556888096609,43.89791647322462,63.2,탐욕
2019-11-14,76.78969847952122,71.24530297899632,67.721017478548,51.458770183823134,66.52506078365732,41.957897684936825,65.0,탐욕
2019-11-15,77.6510572125676,75.46023264270721,74.49251413324728,50.597812261511066,69.86901725452583,40.96404090014072,67.7,탐욕
2019-11-18,77.36764658988804,75.0091772123983,74.0528851417935,47.984616760575975,69.63505728489613,41.600145649418856,67.1,탐욕
2019-11-19,79.43910703809684,73.43766428672643,71.8547401845246,51.25047975685404,71.69275879838294,39.468914174840734,67.3,탐욕
2019-11-20,74.07632822736406,68.03143836989898,63.61682908135333,47.67239589184258,60.8450394055564,37.563358788382004,61.2,탐욕
2019-11-21,68.64471435216078,62.52599963432144,55.14285961262513,47.51594394130231,49.1215569739857,35.12391265862512,55.3,중립
2019-11-22,68.52974484469766,63.478393754598464,56.724313795547666,45.2042588042588,42.15400329730323,33.28789288097956,54.2,중립
2019-11-25,66.25828334760755,67.44690259900068,63.07980890581869,41.85665065269084,44.94615254694004,36.82094432874384,56.1,중립
2019-11-26,66.21656335468742,66.91800108688327,62.44546958110265,33.11192548480684,44.00003597871088,39.325630983239414,54.6,중립
2019-11-27,67.29001404709811,68.02784117869433,64.3633267445412,27.963236375024763,45.813812962520885,36.311673778637946,54.6,중립
2019-11-28,66.57204983355847,66.12391052658712,61.63406847349404,22.38860044964174,45.30849988564515,34.2313016554403,52.4,중립
2019-11-29,62.72620148895215,60.236378734931996,52.593544520449264,20.06977082222976,41.638463216108676,35.49465577658996,47.9,중립
2019-12-02,68.01339792915334,60.91012523339824,53.76195058982176,20.221603037265158,37.94170800169185,35.86496287136304,48.8,중립
2019-12-03,69.08416639499556,59.396831692151544,51.445812467224115,17.82108537087667,40.034283222014295,34.80925267053832,48.1,중립
2019-12-04,68.36338071737089,56.51575481776915,46.96682648809695,17.594079179230135,31.58248004592346,35.18855595936261,45.3,중립
2019-12-05,68.34698935749165,54.98323865351966,44.56215747405302,20.923599673855485,21.207955096666893,32.72556888188338,43.2,중립
2019-12-06,64.88375602919618,58.971224440571646,50.79079912636074,21.822646154656343,29.86517257461523,35.022743428773445,46.2,중립
2019-12-09,65.06538724034488,60.27710661657195,52.797115146346094,23.281363599644557,33.44944204011004,33.949419188167205,47.5,중립
2019-12-10,66.27383590339664,62.07125290635198,55.55590772617518,25.28328346727391,42.263225795746344,32.27503962061172,50.1,중립
2019-12-11,67.39918444783493,63.520994175228175,57.80426100837334,34.01379986118482,52.901074809505566,32.332205863321114,54.0,중립
2019-12-12,63.28891499254461,69.48377943590798,67.16634875264369,36.61978020492122,59.7316508587817,31.740403452013222,57.6,중립
2019-12-13,60.48337859659069,75.6019050995562,76.87362773516513,39.43826502107776,62.09949122084251,30.36489678870733,60.9,탐욕
2019-12-16,60.470187559131205,75.08048107772468,76.25398352994058,39.83806666392667,62.115504701037295,31.395342423501194,60.8,탐욕
2019-12-17,57.59301710316533,80.14050026307189,84.3768548986613,44.377345256882336,65.83550016472098,30.634410943194656,64.0,탐욕
2019-12-18,62.11879863090787,79.85351863042176,84.10542739746553,42.120861797162384,68.49977642592225,30.18602922868874,64.8,탐욕
2019-12-19,67.96762605134273,80.08918935243017,84.63654071124378,43.24929094673835,80.67799368820621,29.565360560831934,68.1,탐욕
2019-12-20,67.93803170008177,81.40474070183635,86.88482195854247,45.18046840386181,81.06942997339128,29.51512960954371,69.1,탐욕
2019-12-23,69.50462308631948,81.19083874141415,86.7461547770664,47.740988419507424,84.52212383146296,28.703438838815547,70.2,탐욕
