Date,volatility,momentum,price_strength,volume,breadth,sentiment_index,grade
2018-11-14,32.16923697777648,21.509540789534736,11.95735424399876,26.355966433845722,50.917377552540806,27.4,공포
2018-11-15,30.805138264569862,26.171160671953707,15.28050389946338,26.951364497303555,62.54582977347483,30.7,공포
2018-11-16,31.03426040001787,28.26729315219182,16.001240692273853,27.492023612836864,72.30424044444695,33.0,공포
2018-11-19,30.825398659414105,30.70113523558844,17.356433455713166,26.972366290716504,70.89193009967093,33.5,공포
2018-11-20,40.46155499519504,27.496824064128884,14.370419625643407,23.973097659941082,62.684080114663644,32.9,공포
2018-11-21,40.587191682452996,27.051370378103623,13.368986342248611,22.35842557729147,62.444459220323516,32.3,공포
2018-11-22,45.32970906840732,26.80460784099214,12.272879318349068,19.25668364328894,40.97679697053238,29.5,공포
2018-11-23,50.907458129089875,25.09017674573225,10.20193685849418,18.03967745301158,42.94325964578932,30.2,공포
2018-11-26,54.31929652273525,31.3791331713792,14.443482615103603,18.08165247846205,47.80844261125595,34.2,공포
2018-11-27,54.722568683096604,35.61950479860185,17.167085974703664,17.934917393529734,56.642103945680404,37.2,공포
2018-11-28,55.25104944065661,38.158403312223356,18.62854849140334,19.908608522041785,55.16536245787678,38.3,공포
2018-11-29,55.707733955544015,40.07439924049961,19.605086838322794,23.00191163519986,59.32111955152943,40.2,중립
2018-11-30,84.16566185848625,36.83597236659247,16.741966416163056,31.027728990366704,55.072960052617525,46.5,중립
2018-12-03,79.02573388139965,45.11937863286827,22.56616518641807,38.63128388789844,66.16941048543285,51.3,중립
2018-12-04,77.27252446159906,41.717093792406324,19.646605429447792,47.4752424706483,61.45474576619261,50.0,중립
2018-12-05,76.9258830417079,39.37075313646353,17.480989229088152,55.238750796685785,53.39517448814642,48.9,중립
2018-12-06,71.41700807948536,32.704582140059344,12.063623997259123,61.58828499014363,44.69362509398003,44.4,중립
2018-12-07,71.23191099424699,34.915979851901696,13.237781107013763,58.38367251187614,44.42244485368808,44.6,중립
2018-12-10,68.65530819264997,30.678700250464487,9.58913218440904,45.85365380229337,43.63924890449056,40.2,중립
2018-12-11,69.05103879611605,31.15401104014103,9.452939852779291,46.34791013274946,44.667555922643565,40.6,중립
2018-12-12,64.03539834011775,38.46118189260596,14.368757260178441,43.599362189879365,52.58502911483306,42.9,중립
2018-12-13,65.31733100466104,42.01734065874047,16.524399267748286,37.19346509326964,57.78178562624074,44.4,중립
2018-12-14,61.789188952141515,36.712773933107215,12.178205577844317,38.62367847707627,47.219025509106984,39.9,공포
2018-12-17,62.21491721598487,37.66043041801538,12.462226799358572,40.6197515825997,43.85604684778177,40.1,중립
2018-12-18,63.39386179037201,36.15973824584394,10.970882249788657,44.765470280242,40.007851253661094,39.8,공포
2018-12-19,61.94068967829368,40.38934512888995,13.749303124233435,41.841350861568586,42.70221816186346,41.0,중립
2018-12-20,60.308859854206545,36.66280465697762,10.640395886253657,41.528060904302514,42.44220676493483,39.0,공포
2018-12-21,61.12641398378406,37.441332351300325,10.867896681959078,36.03308544933792,33.1773444970497,37.2,공포
2018-12-24,64.73663548868103,36.48193070631321,9.791738043639121,30.1921235718389,35.03481821260351,37.0,공포
2018-12-26,63.250460780813796,30.89955403163764,5.307730202139585,25.893360957410078,32.73021150295368,33.4,공포
2018-12-27,64.0122418111842,31.538319666988972,5.379130826134817,24.47766533145322,38.82132453851621,34.5,공포
2018-12-28,62.97946820914616,34.91702120877798,7.471684037034258,21.888028588445504,40.644558617468476,35.3,공포
2019-01-02,59.76863947231366,28.348347435367145,2.3167292756749305,23.09148634950952,38.75046098499008,31.8,공포
2019-01-03,68.1415514222627,25.17990129137387,0.0,27.939351246184295,35.895502270477294,32.9,공포
2019-01-04,65.70951818578544,29.40013042980891,2.737853247447184,31.680061817240052,31.650269649474268,33.8,공포
2019-01-07,60.5113601842695,35.942913822892734,7.179610103590845,33.56072457449628,36.14469475520286,36.0,공포
2019-01-08,64.83410898591536,33.64204400006687,5.22259572025908,36.35026330678504,38.781259585734816,36.9,공포
2019-01-09,55.93818385620101,43.01290756466778,11.747094395738918,38.295802057269945,48.63858575039541,40.1,중립
2019-01-10,58.406835758313484,43.04827742276211,11.510542647368267,36.37695629060073,50.257953660928735,40.7,중립
2019-01-11,57.74252163807849,46.23554335955964,13.543667969713946,34.444373387904754,49.26460172423827,41.3,중립
2019-01-14,61.74105685151689,44.09743534491353,11.71567263370505,34.40505668672406,51.0248542218512,41.6,중립
2019-01-15,56.88767323919946,51.928617195708135,17.118559800903963,35.306001188354124,57.25552927256105,44.5,중립
2019-01-16,60.358717251860895,54.29869947963704,18.594211368296573,38.697259852346555,60.28424247547194,47.2,중립
2019-01-17,60.35410951633051,54.88308364983342,18.753016468961317,41.53679462789614,67.7760319562205,49.0,중립
2019-01-18,59.951693789005496,59.169047810193206,21.60169402877474,43.84581580764643,70.03847810862078,51.2,중립
2019-01-21,60.97755735015155,59.557552537097145,21.6562984275791,42.87632547385559,68.41804231323849,51.2,중립
2019-01-22,62.98167816159839,58.290201933150854,20.52475150353939,42.21774532023839,76.58753916522213,52.2,중립
2019-01-23,62.755239196986324,60.879777134309265,22.180694517871835,38.26914784223969,84.13789373835273,53.7,중립
2019-01-24,62.4477750479031,65.12600415762344,25.034339785564647,35.11272181138483,84.19422972102473,54.8,중립
2019-01-25,64.9570503953897,72.85018894356121,30.443850563269415,32.87064513914964,84.6498713007616,58.2,중립
2019-01-28,64.88536251268144,72.94192062914857,30.372727526069358,32.22758221239332,89.68830106041119,58.8,중립
2019-01-29,65.05273493086347,74.50999548308843,31.375235208851727,34.88659011103729,87.51186740003982,59.5,중립
2019-01-30,73.63697579827445,79.94802207825897,35.15360112375207,35.893253801823626,89.79724750434411,64.3,탐욕
2019-01-31,77.61447382879746,79.80560774042333,34.93029659639312,38.99105063135956,88.33475466469369,65.4,탐욕
2019-02-01,77.08060943848719,79.65360429123666,34.70032807065939,40.520491304876565,93.70281062816771,66.3,탐욕
2019-02-07,78.98195598915501,79.81750470588443,34.693704460153526,42.33608865750254,92.0452415413661,66.8,탐욕
2019-02-08,74.41553692433304,73.9536776348634,30.33137034827671,37.47105423522242,74.67141399374833,60.0,중립
2019-02-11,82.30005541310071,74.97345366833255,30.940136696781206,35.0516991757772,75.14164211536668,62.0,탐욕
2019-02-12,82.6336388621874,77.41333354883471,32.55141072806808,31.200792237883036,73.80423063009907,62.3,탐욕
2019-02-13,82.78455756542404,85.62093371853526,36.14570968063893,29.168171421692545,75.67297390294695,65.1,탐욕
2019-02-14,83.32721640858514,92.06006671507929,40.385169958527015,32.50604542306852,82.31291623236898,69.1,탐욕
2019-02-15,79.91812544074293,84.87636689341915,35.20807629499542,33.07744949269541,68.26572312673812,63.4,탐욕
2019-02-18,79.44372944573433,96.39939322880598,40.848984434764965,31.69642348490891,67.84437617909863,67.1,탐욕
2019-02-19,78.8660886099583,95.14869100560776,40.624512998636746,31.093951982569806,58.879685460309574,65.1,탐욕
2019-02-20,77.67478619735132,100.0,45.24997882348426,30.232936392680802,64.50774823240917,67.7,탐욕
2019-02-21,77.57456626797867,99.77409498002329,45.03910284579612,24.422718808193665,62.88098411640564,66.4,탐욕
2019-02-22,78.47262409480868,100.0,45.39182637971435,24.761028055170375,57.84682092317395,66.1,탐욕
2019-02-25,78.5412580802934,100.0,45.78671574938424,26.011551639745473,58.9070744929638,66.5,탐욕
2019-02-26,78.90463638869291,98.47583026674496,44.64426027505603,24.780566494282873,57.22586803120216,65.6,탐욕
2019-02-27,84.70982525922047,100.0,46.21417717419638,23.20552411392684,59.321362556113016,67.8,탐욕
2019-02-28,74.27535039067483,89.86819707996277,38.67121926655781,26.299242379472147,55.07306698132142,61.0,탐욕
2019-03-04,74.27096560126996,88.81258056004975,37.75494301996302,26.42862030518558,52.722762003837154,60.2,탐욕
2019-03-05,76.80361060349176,86.06100077004227,35.563957523419354,26.803056445649492,46.94632337041955,58.9,중립
2019-03-06,76.7713513792113,85.37194756248691,34.86815103512213,28.345383255040495,42.675234936428964,58.2,중립
2019-03-07,76.35741943289632,83.09049767819936,32.987676437815225,29.531788334262753,31.474391606748583,55.6,중립
2019-03-08,72.39413253287213,76.01397316887034,27.55329111133887,23.574324680111634,31.750551135163718,50.9,중립
2019-03-11,75.58244882626826,76.54052394680713,27.679835417523673,20.87373230803522,25.16563352219248,50.5,중립
2019-03-12,73.14161568675848,81.8995665424383,31.337218580485505,22.759772173374447,34.89435617322573,53.7,중립
2019-03-13,73.57954405234108,79.92904133516862,29.656107424135424,22.285693361162988,21.95022577201908,50.9,중립
2019-03-14,74.05433259238256,82.17824260925973,31.049685955781563,24.7035298691921,25.863243943323525,52.9,중립
2019-03-15,75.07261625512558,87.7989723539869,34.96591399947866,29.05019172926972,33.981325291675475,57.2,중립
2019-03-18,79.63791169283445,88.91973293064945,35.61379838365856,29.797502121983754,34.4906069621924,58.9,중립
2019-03-19,81.28905720946915,88.64991767867562,35.25536538030448,28.368567468279583,35.33533518899701,59.1,중립
2019-03-20,81.3739655677322,88.75179921488404,35.15568365982607,30.270484698000384,31.89609203574537,58.9,중립
2019-03-21,85.2789652679657,91.0129102637066,36.646978356898934,30.634074817581098,45.86722058306453,62.9,탐욕
2019-03-22,85.16235910988686,91.76520002256197,37.04378648269071,28.977965446489634,48.5166066645321,63.3,탐욕
2019-03-25,75.45141030261964,80.9668075475249,28.975650984813278,31.91617851319524,38.96347840266421,55.5,중립
2019-03-26,75.27989497536157,82.36547523208665,29.73089211395914,31.546633868330876,41.41132950581873,56.3,중립
2019-03-27,75.29492422505156,81.85975552423909,29.121336053287134,33.07843048355978,43.249223729367536,56.6,중립
2019-03-28,75.21121412463519,77.61320181267105,25.762951252830753,31.005239724990158,46.62966486943652,55.0,중립
2019-03-29,80.86338090002114,81.29118748824972,28.1724409526203,33.733870135232785,50.853936740859496,58.9,중립
2019-04-01,75.25526758073634,88.92676353638984,33.46497872286657,33.05503483982084,53.49060746673382,60.7,탐욕
2019-04-02,75.41672058617499,91.63204436300887,35.170986909871345,31.785458879618595,59.03981932942003,62.4,탐욕
2019-04-03,71.7500262267819,98.8734374605792,40.17215454316991,31.28552297196124,63.37179868867483,64.9,탐욕
2019-04-04,72.5062991485074,100.0,40.79706065281699,35.803692123538575,59.460148932810164,65.6,탐욕
2019-04-05,78.45338900435945,100.0,41.387475951199946,39.79443319078701,59.384413166109866,67.8,탐욕
2019-04-08,78.46437121818413,100.0,41.577245611547355,42.3190856984605,60.332099369760755,68.3,탐욕
2019-04-09,80.14501014416106,100.0,42.14463583646769,47.825916448523,61.25032770138945,69.8,탐욕
2019-04-10,80.7726819815894,100.0,44.22058956355786,48.07175882401153,61.96623223362077,70.5,탐욕
2019-04-11,80.7780860446064,100.0,44.23018334416729,46.25108125803476,61.49509007639988,70.2,탐욕
2019-04-12,82.6133641456466,100.0,45.9572978485128,42.982730364433834,84.07570458907892,73.9,탐욕
2019-04-15,82.35470247298898,100.0,47.76490651211788,43.519498116079205,84.72099833310807,74.4,탐욕
2019-04-16,82.50684110532825,100.0,48.86711490681631,46.476523610924254,87.30891393080226,75.5,탐욕
2019-04-17,82.35931562358036,99.1463366478528,48.34189051764764,46.914379594515424,97.77724083158881,76.7,탐욕
2019-04-18,75.32549092863276,91.3765305530275,42.18488291609748,50.39900835630783,75.59171951657294,69.0,탐욕
2019-04-19,75.3231296397102,91.84582936976562,42.641078883808085,50.91653942746531,70.35463731737144,68.5,탐욕
2019-04-22,88.65778891302325,91.82948658696179,42.73692309204273,51.91938462291033,68.07403614605995,71.7,탐욕
2019-04-23,88.65867871541188,92.61910240536304,43.47686097114331,47.27932671213753,59.91263016336924,70.1,탐욕
2019-04-24,85.26382960727688,87.91639097218315,39.742774362235885,49.101207078310324,47.33474672522147,65.7,탐욕
2019-04-25,87.10717438111125,85.25168016847185,37.724289720942664,43.612321333027595,41.36302547341985,63.4,탐욕
2019-04-26,86.49638669741783,82.43725917406837,35.579307572394434,43.181444807861766,37.05199649234823,61.4,탐욕
2019-04-29,82.61802506047789,90.94280185450285,42.69475725629106,38.850132484254836,50.925828204720275,65.4,탐욕
2019-04-30,81.52782396910871,87.55263686471633,40.23350794014042,34.97218889737159,43.375837778157894,62.1,탐욕
2019-05-02,85.46883659285781,89.29797192583949,41.98935698738441,28.909708226664492,46.481251763709906,63.4,탐욕
2019-05-03,83.68184154882675,85.05427098409865,38.83992940849429,32.701286869377064,39.30155210643016,60.8,탐욕
2019-05-07,81.54315790828292,80.1966259423069,35.134577342485336,30.475465983807084,32.03944487553356,56.8,중립
2019-05-08,81.25257677133655,77.7978940055411,33.41321910650547,31.875262576301584,28.404553224939406,55.5,중립
2019-05-09,59.71140391690397,62.186527496377494,20.76178361953219,39.56439859166461,21.214746939931814,43.7,중립
2019-05-10,60.3096848719462,63.55386172371751,21.9176703867136,46.42737924082428,26.381589998320266,46.3,중립
2019-05-13,57.887859982806994,56.7125564937781,16.352950040738467,42.68104776579353,22.624553469172923,41.7,중립
2019-05-14,58.620919341731486,57.3756356497668,16.8954432350041,46.30458321754712,23.33770155546692,42.8,중립
2019-05-15,58.24285516759373,59.96091047975727,19.354974093659624,48.05535919066246,25.4261123448579,44.4,중립
2019-05-16,57.637166986212705,54.0647053062065,14.991385455245176,46.76853088068042,24.888849246013976,41.7,중립
2019-05-17,57.791880581832515,51.29918923456167,12.797283189736493,41.79108596660687,24.762020644852015,39.8,공포
2019-05-20,59.81954422948763,51.30607786158169,12.778718319602541,44.60840784830033,25.83668069248334,40.9,중립
2019-05-21,59.41465316362197,52.62808262434384,13.920382365888939,40.46987841667429,15.389423909409402,39.2,공포
2019-05-22,59.10236761839931,53.523831081597294,14.664335576378845,38.711699376236126,17.729738447769066,39.6,공포
2019-05-23,59.725063887837834,52.33761732459056,13.578315829193134,32.799786338404765,13.71655159091408,37.7,공포
2019-05-24,60.076419588691785,49.06103397345698,10.635557512106157,31.982685254914927,13.857708978762346,36.3,공포
2019-05-27,59.91102272422838,48.870227990567486,10.40885478900698,25.397486827606002,15.182573713840881,35.4,공포
2019-05-28,59.30847684293412,50.013262678560565,11.360945852462109,25.00637235702607,18.017503331503235,36.1,공포
2019-05-29,67.88246240013318,44.06219139219837,6.10394314822967,21.79543370479166,23.02006035265707,35.9,공포
2019-05-30,64.47155475945794,47.758430485279455,9.294006666247407,20.214735283228435,27.70490385673631,37.1,공포
2019-05-31,65.36055871042416,48.5286657695325,9.899855355009118,18.85428066077499,35.575576615989334,38.6,공포
2019-06-03,59.49316442206812,54.76540795447765,15.280498081881644,20.87541771192519,45.41223659770704,41.6,중립
2019-06-04,60.202044650752406,54.632617653550476,15.099125841142067,19.64914930031209,40.93817234255934,40.8,중립
2019-06-05,59.99582516506594,55.221691918221694,15.540154707251116,20.014703412522618,50.594406023150874,42.5,중립
2019-06-07,82.12681478331297,56.02908121533511,16.20371045846173,19.529442691903256,57.460004407227856,49.3,중립
2019-06-10,76.84502982943766,62.52024989550863,22.18378017520085,21.4009251392429,65.8783412847676,52.4,중립
2019-06-11,81.96967117282267,65.44244852688993,24.767252973300067,25.546146849649777,67.47779133731342,55.8,중립
2019-06-12,81.82981431843764,64.70389892971559,24.12556999663646,32.47792661228053,65.22994056211834,56.1,중립
2019-06-13,82.25277019906845,63.31355904034991,22.95125021694045,37.30320591778904,65.08085565330286,56.3,중립
2019-06-14,86.897238826696,61.444479473475276,21.32820287298271,42.203028541372525,68.16780579361145,57.9,중립
2019-06-17,88.09107908608183,60.26807115678553,20.346838505688574,44.885575230402814,66.44273699870388,57.9,중립
2019-06-18,87.83263195440716,62.07206141964956,22.02021091475405,46.59901432760091,67.22127161003735,59.0,중립
2019-06-19,83.64152432336388,68.16287854204457,27.511825282507807,48.440979582542184,84.89466874118881,63.5,탐욕
2019-06-20,83.56908333570111,69.6359906090239,28.878182808542384,56.129657803165856,83.90137041219751,65.1,탐욕
2019-06-21,83.53907914354212,68.18865220771369,27.765060250250112,60.07447948992834,80.1422658307584,64.5,탐욕
2019-06-24,86.03270515871424,68.25270995273846,30.860002306321537,61.10433529216098,75.7076929681463,65.3,탐욕
2019-06-25,85.65407869574801,67.03176609585269,31.179001316671755,59.63602118611027,73.25384331008586,64.3,탐욕
2019-06-26,85.55835229033168,67.0008173892626,33.49979960226794,54.69066445943328,72.80739725622439,64.0,탐욕
2019-06-27,93.03807099847779,69.80907401371194,37.98388266793284,44.3769398023051,74.82173895192084,66.2,탐욕
2019-06-28,93.42105996821206,68.80452914859148,36.98446299740171,40.34883720930232,65.34858694631623,63.8,탐욕
2019-07-01,93.17258610541307,68.45611639848457,37.35517178270689,34.63877534114313,59.964343765178995,62.1,탐욕
2019-07-02,97.14560419567265,66.45651766206906,35.23534857653882,30.074598903157685,57.01150136994783,61.0,탐욕
2019-07-03,90.07142773252224,60.191908083327775,28.096020529858595,24.78126717105541,46.900866789483075,53.9,중립
2019-07-04,89.05742056280235,63.06680378754355,31.799971113207874,20.017036252472774,55.55001719153403,55.7,중립
2019-07-05,89.07087322900387,63.31893495339035,32.314196508477735,17.879071009076345,58.47415781370124,56.0,중립
2019-07-08,78.60093901718803,52.23871716368227,19.481374093406927,19.92650151645968,38.902485323694506,45.4,중립
2019-07-09,79.39388866600318,49.299822014533824,16.125309284403965,19.95754782851557,24.327835634188204,42.0,중립
2019-07-10,78.75601234135542,50.85248822355379,17.991342061464074,17.669782361259614,24.45578974347508,42.3,중립
2019-07-11,75.0227756092772,55.89221377626319,24.01795030661845,16.819753951228055,35.75228292164543,45.4,중립
2019-07-12,75.03476942128532,57.2854141907557,25.6987161575707,15.822981822453238,37.86328578406988,46.3,중립
2019-07-15,75.06019061957014,56.26486086288962,24.54317698019635,15.007390687437608,37.981870793815865,45.7,중립
2019-07-16,74.8905258204579,58.448487670374895,27.139073705864963,20.368426160374774,41.28995832162991,48.0,중립
2019-07-17,77.82826048217082,53.966248021734195,21.900305471077434,30.48881450686797,32.808815185962416,46.8,중립
2019-07-18,78.32685495121805,52.52039092968332,20.139358524235885,35.587683216680574,32.32552219083756,46.9,중립
2019-07-19,72.3323409208727,59.09793093388325,27.827429763924716,37.32988935579628,41.50258119445623,50.2,중립
2019-07-22,72.36162239522886,58.88269708341838,27.545446078213015,36.22483878894136,42.882693153576504,50.2,중립
2019-07-23,71.8884141940317,60.836857014820424,29.78741210788542,35.26821125017008,51.478819391344246,52.2,중립
2019-07-24,70.00862759256958,56.399092399655395,24.4934350040428,36.85232948094478,43.04585392676681,48.5,중립
2019-07-25,71.13681139749667,54.63393179080006,22.33158257775474,41.18217150090488,40.78776743172122,48.2,중립
2019-07-26,70.96997338439735,52.807005070566014,20.059177428346583,45.89765538140638,50.66230135214379,49.4,중립
2019-07-29,64.62909554317835,44.33658393789573,9.89136406402069,51.50239862549589,43.819531524972795,43.5,중립
2019-07-30,63.59684964465664,46.75768050528312,12.434717874580029,48.22153936481497,44.56404828670412,44.0,중립
2019-07-31,65.60421739834894,43.69384011125282,8.528487911417438,41.05837217413361,34.19106098763936,40.3,중립
2019-08-01,67.13346071907912,42.28606187254379,6.535265508765252,37.48614778649544,30.565250454665858,38.9,공포
2019-08-02,66.15410175966,38.112142278638025,1.2246852487031314,33.8047695641277,28.189514604293066,35.6,공포
2019-08-05,62.48770850884247,26.454736657047178,0.0,33.79928821159243,19.189372158244325,30.2,공포
2019-08-06,59.31960340747174,19.95972298171024,0.0,36.65873741994511,18.366853073324705,28.1,공포
2019-08-07,60.37166419273488,18.611794306356664,0.0,38.18963514510973,18.261284138966843,28.2,공포
2019-08-08,63.10480404535014,21.63789430607749,2.4454871063703223,42.917845416226406,12.256139180388985,30.0,공포
2019-08-09,60.37600765932737,26.130396946092695,6.290954165295023,46.12603593080816,18.413239836479633,32.6,공포
2019-08-12,59.63849380550407,27.64126814239894,7.309539681070336,41.625940059360424,17.213296961723316,32.1,공포
2019-08-13,60.69521144622608,24.199475485408108,3.616619441968944,39.98949145342144,17.40619194448132,30.6,공포
2019-08-14,58.97612438649784,27.687885436537258,6.430053859708414,38.997145618411885,22.19412018483837,32.1,공포
2019-08-16,58.848042163319356,25.483076755582445,3.9172763518469123,31.142436450758314,21.927144234744432,29.8,공포
2019-08-19,63.17580686088163,28.996725033377547,6.773325285142049,26.801945329532114,29.975894856386944,32.9,공포
2019-08-20,58.850487878306645,34.29523074245602,11.338966702069214,26.95584860800089,33.300688402576455,34.6,공포
2019-08-21,59.316516640855546,35.8195284654123,12.326139075593659,22.201036679236754,36.694809874724854,35.1,공포
2019-08-22,59.786091151455224,33.04479441341784,9.265918411278276,18.0455640757625,35.675741223549394,33.1,공포
2019-08-23,59.72389914787921,32.89517741566665,8.657922109648572,18.076748573202472,38.41326303826169,33.4,공포
2019-08-26,55.96625277423741,25.77077950963599,1.4807722538970647,15.504601180103336,42.17085221692069,29.4,공포
2019-08-27,59.47744396989294,28.293570345471014,3.3406658052472817,15.421948209016945,52.0322799985185,32.7,공포
2019-08-28,57.83699142307969,32.782096954880174,7.040295913443237,13.910721001536217,58.55600502979199,34.9,공포
2019-08-29,58.24943788725442,31.397597425733387,5.317256304401291,11.374163326538184,53.552413152919975,33.2,공포
2019-08-30,50.23935945492977,40.08802793967103,13.030620556081086,10.328361787359023,57.60892956527116,35.4,공포
2019-09-02,51.69129193681471,40.80663464188726,13.34469720414818,9.410887397464577,56.92369370909201,35.7,공포
2019-09-03,66.30625838547246,40.3421445453564,12.55945080953886,8.370296579807405,60.99284476843969,39.6,공포
2019-09-04,70.34353852340055,46.18682238754097,17.683764143445497,12.030557499416838,63.089797621664324,43.9,중립
2019-09-05,70.41460900132287,50.35488168925407,21.322813719244834,19.525746937303477,69.72842394249986,47.8,중립
2019-09-06,70.70799036414832,51.654393131921005,22.305494588559043,24.07165009846582,68.38584561040416,48.9,중립
2019-09-09,71.68033256194819,54.43409196944107,24.643295142766846,33.0358856265592,66.62557496440697,51.4,중립
2019-09-10,71.24937507508889,57.68777501440579,27.4544564211804,37.569470027372084,68.08066458927964,53.6,중립
2019-09-11,73.77767066359752,62.038201196515644,31.295431975894868,42.189638318670575,75.84629977610233,57.9,중립
2019-09-16,73.806671343445,65.41222389651381,34.216552945796856,44.32118727986061,78.44303785122838,60.1,탐욕
2019-09-17,75.83397074735036,65.66362477050748,34.24125621895316,47.57735836578127,93.36029253977183,63.4,탐욕
2019-09-18,76.12360197906439,67.90741737045441,36.12582565623889,49.569114519152954,93.36462675029287,64.7,탐욕
2019-09-19,77.63704784472594,70.42965424459729,38.28415775258275,48.90323417257296,93.08258137706375,66.0,탐욕
2019-09-20,77.50250880460379,73.3235617185043,40.7901980041289,52.057613168724274,97.88020089000216,68.4,탐욕
2019-09-23,80.38749689380809,73.55311808849822,40.83056676757945,49.90466903705818,97.32640566050051,68.7,탐욕
2019-09-24,81.16487825426591,75.90832342480523,42.92607257942157,49.26669780476412,97.47929597524309,69.9,탐욕
2019-09-25,85.15010412874705,69.33529492046225,36.722593197343,47.386220057663245,83.03674535571835,65.5,탐욕
2019-09-26,87.27332503243336,69.74780547290294,36.97614408745507,45.48268741403671,80.43025616657307,65.5,탐욕
2019-09-27,80.70858916727188,63.91881233736177,31.45920755624377,36.355699442065074,65.09415033058242,57.7,중립
2019-09-30,81.86906499583782,67.25956449513073,34.40278604719694,33.24084847399982,67.02016080245558,59.2,중립
2019-10-01,89.19509946538142,69.7250582639891,36.50497434091284,28.375878653348135,66.80005027098233,61.3,탐욕
2019-10-02,74.46975164145381,60.14255969547382,27.41633340983497,20.449377703560604,49.95415702273575,49.7,중립
2019-10-04,73.39644508785253,57.75644731176336,24.89903701054244,19.293946720733814,42.05541351961434,47.0,중립
2019-10-07,76.48955416132782,58.36086158112918,25.132376131708433,20.498155115296232,37.90985847316647,47.5,중립
2019-10-08,74.41340556053242,64.65462772328667,31.507293062759604,24.0002915664407,45.809431705392825,51.5,중립
2019-10-10,71.92159829975046,60.58662548315482,27.59747536805698,25.254324420212733,39.43742153353081,48.4,중립
2019-10-11,70.96768806009169,64.93164026907931,33.736804925062295,25.116690720930144,41.42512805944184,50.7,중립
2019-10-14,68.91874489180039,70.80663289166645,43.22877590371444,28.252325645401005,44.51866005772285,54.5,중립
2019-10-15,70.47787353397425,71.30048283627536,44.28605544524731,32.17456783895719,44.6670613753569,55.8,중립
2019-10-16,70.23712035674707,75.18386088022264,50.30804900405529,34.488172912636564,45.97000684020397,58.5,중립
2019-10-17,70.03271500577205,74.31171031110156,49.63708817647974,32.03738234276079,51.119761687891895,58.5,중립
2019-10-18,68.60676462079482,70.4541645627542,44.54739031966207,36.83006572833542,46.84662769298596,56.2,중립
2019-10-21,69.09677912599194,71.82674057496526,45.7719115757202,38.7660485021398,53.74908992241781,58.3,중립
2019-10-22,66.33026989549383,77.96678201498537,52.85913719478813,40.65038820749409,56.152569380669206,61.2,탐욕
2019-10-23,65.96854825656061,76.2132635827119,50.42788730284048,37.73101308512074,51.96533915968118,59.1,중립
2019-10-24,66.34730144153863,77.71120799341433,51.91490373256035,40.73446004010313,65.52116504881748,62.3,탐욕
2019-10-25,70.79350362692091,78.52332306556944,52.572870504301925,38.079750571738316,70.4678019036288,64.1,탐욕
2019-10-28,70.6536528370326,80.14168935507074,54.25769476796118,28.602317100719652,71.28471835599086,63.5,탐욕
2019-10-29,74.97529848768973,80.11360879519786,53.98914866274412,23.384923015396918,65.98946241150729,63.0,탐욕
2019-10-30,74.61337864101736,77.2556989378669,50.32458925700324,22.352289366417345,68.67559256942653,61.7,탐욕
2019-10-31,75.0651059432429,78.31089201675323,51.27170411520974,24.818520698450065,65.38913230701421,62.1,탐욕
2019-11-01,86.6012719797499,82.63555666871927,56.205014205282176,26.97635744654147,63.64162518810048,67.1,탐욕
2019-11-04,83.65821584494768,90.20309574383728,65.06847637543437,32.90248322095455,70.76054240233344,72.0,탐욕
2019-11-05,83.53052057479628,93.36859653948655,68.72712891941887,33.62464260667853,70.31166311530458,73.6,탐욕
2019-11-06,86.40147300053154,93.49928917833994,69.17266477262905,33.66731607755821,73.01352658644626,74.8,탐욕
2019-11-07,90.8318507583436,93.3463818616339,69.21401280492373,32.720375988500265,82.98088332742599,77.2,탐욕
2019-11-08,90.74023335049694,91.37206807528395,67.13090758210538,35.994361137322215,77.91739714187256,76.0,탐욕
2019-11-11,91.64485248649801,86.2487545332257,63.253917257833066,39.39176083814488,64.83117566528668,72.8,탐욕
2019-11-12,90.18597406443916,91.18839033054526,68.21964305266616,44.40232387646763,73.67300149904345,76.7,탐욕
2019-11-13,87.78892622306797,85.4955523802977,62.769986803206415,50.59933246263242,63.06556888096609,72.9,탐욕
2019-11-14,86.57706610601274,90.45729339511735,67.721017478548,51.458770183823134,66.52506078365732,75.5,탐욕
2019-11-15,83.37759137958882,97.16170487375612,74.49251413324728,50.597812261511066,69.86901725452583,78.1,탐욕
2019-11-18,81.88930940744572,96.444240658279,74.0528851417935,47.984616760575975,69.63505728489613,77.0,탐욕
2019-11-19,85.12081128777294,93.94453837655043,71.8547401845246,51.25047975685404,71.69275879838294,77.6,탐욕
2019-11-20,76.40398511664395,85.34521027744726,63.61682908135333,47.67239589184258,60.8450394055564,69.4,탐욕
2019-11-21,66.99837115299097,76.58807087093771,55.14285961262513,47.51594394130231,49.1215569739857,61.4,탐욕
2019-11-22,66.80817128562902,78.10298157683826,56.724313795547666,45.2042588042588,42.15400329730323,60.7,탐욕
2019-11-25,63.03905844696588,84.41542766071075,63.07980890581869,41.85665065269084,44.94615254694004,62.5,탐욕
2019-11-26,62.97001781026432,83.5741388013879,62.44546958110265,33.11192548480684,44.00003597871088,60.7,탐욕
2019-11-27,58.733884938046074,85.33948846191832,64.3633267445412,27.963236375024763,45.813812962520885,60.0,중립
