TMPV1,TMPV2,TMPV3,TMPV4,TMPV5,TMPV6,TMPV7,TMPV8,TMPV9,date
20170724,858420638,419809582,438611057,1137885,931431,206454,0,1531221466,2017-07-24
20170725,861682073,419470305,442211768,1152320,938792,213529,0,1544696150,2017-07-25
20170726,865790542,421524005,444266537,1176475,957909,218566,0,1549511605,2017-07-26
20170727,866883000,421542758,445340241,1202754,971680,231073,0,1541365453,2017-07-27
20170728,862900639,417642728,445257910,1150415,925312,225103,0,1571508383,2017-07-28
20170731,860862449,415867934,444994515,1218535,987339,231195,0,1559963970,2017-07-31
20170801,854101001,411415409,442685593,1092115,881132,210984,0,1547448904,2017-08-01
20170802,848896899,409288355,439608545,1125075,930076,194999,0,1542752339,2017-08-02
20170803,849133166,410073783,439059383,1161517,972399,189117,0,1539455882,2017-08-03
20170804,849727462,410061162,439666300,1156124,957185,198939,0,1539018320,2017-08-04
20170807,845739850,408397065,437342785,1149631,958116,191515,0,1543298388,2017-08-07
20170808,842130830,406309340,435821490,1154208,963979,190229,0,1547271470,2017-08-08
20170809,842396916,406400964,435995951,1172389,969578,202811,0,1546001417,2017-08-09
20170810,842951254,406337343,436613910,1174444,972284,202160,0,1550694783,2017-08-10
20170811,840139570,404150579,435988991,1225184,987496,237688,0,1552518962,2017-08-11
20170814,833165873,401032441,432133432,1187927,968039,219888,0,1552846872,2017-08-14
20170816,828374604,399958933,428415671,1171815,975173,196642,0,1552040878,2017-08-16
20170817,822747142,398079268,424667874,1150001,961434,188567,0,1542906342,2017-08-17
20170818,819123059,396657339,422465719,1230006,997430,232576,0,1542240455,2017-08-18
20170821,820325814,398105318,422220496,1226435,996785,229649,0,1545743679,2017-08-21
20170822,821454646,398039274,423415372,1230254,991989,238265,0,1544559026,2017-08-22
20170823,823614438,399252515,424361923,1233899,993983,239916,0,1548484762,2017-08-23
20170824,825354878,400257045,425097833,1252899,989233,263667,0,1552409417,2017-08-24
20170825,828223309,401359360,426863949,1206571,943464,263107,0,1555117982,2017-08-25
20170828,828960893,401161933,427798961,1245394,971298,274096,0,1554531749,2017-08-28
20170829,828537045,399725095,428811950,1265335,997759,267576,0,1553471100,2017-08-29
20170830,829517005,400012089,429504916,1264039,993751,270288,0,1563527668,2017-08-30
20170831,831695658,402244812,429450845,1237525,962838,274687,0,1570566514,2017-08-31
20170901,835060846,403875048,431185798,1253250,968339,284911,0,1570221013,2017-09-01
20170904,838735102,405959309,432775793,1245758,962367,283392,0,1575227734,2017-09-04
20170905,842370693,407537834,434832859,1188843,896650,292193,0,1581908582,2017-09-05
20170906,838417002,403365222,435051780,1177437,899956,277482,0,1577586778,2017-09-06
20170907,839945896,404263908,435681988,1204696,929289,275407,0,1563342704,2017-09-07
20170908,842183283,404920315,437262968,1237095,948970,288125,0,1570169525,2017-09-08
20170911,841090346,402107763,438982583,1264092,979918,284174,0,1570568054,2017-09-11
20170912,841615989,401588513,440027476,1229282,949995,279287,0,1576804121,2017-09-12
20170913,841231481,400868937,440362543,1266862,977938,288925,0,1568101844,2017-09-13
20170914,846360153,403174001,443186151,1277216,967772,309443,0,1564116893,2017-09-14
20170915,849155476,405204397,443951079,1248160,942123,306037,0,1572261022,2017-09-15
20170918,853065983,406905519,446160464,1265969,943438,322531,0,1579790613,2017-09-18
20170919,857905415,409420777,448484639,1229351,915010,314341,0,1587654070,2017-09-19
20170920,862137909,410353936,451783973,1200711,895593,305119,0,1590043001,2017-09-20
20170921,868596545,413893083,454703463,1300360,897980,402380,0,1582492876,2017-09-21
20170922,870364337,416209468,454154870,1204199,892028,312172,0,1587778991,2017-09-22
20170925,866638333,417289523,449348810,1216235,915963,300271,0,1593496381,2017-09-25
20170926,852530017,410085863,442444154,1210786,903917,306868,0,1599926500,2017-09-26
20170927,841123564,405810541,435313023,1154953,839550,315403,0,1595857513,2017-09-27
20170928,832823771,402540204,430283567,1185327,854210,331117,0,1593365911,2017-09-28
20170929,831247815,401940463,429307352,1193327,864969,328358,0,1590589562,2017-09-29
20171010,830670969,402535854,428135116,1205971,883152,322819,0,1596667458,2017-10-10
20171011,824299127,398517797,425781330,1162182,828928,333254,0,1594960486,2017-10-11
20171012,827607015,400842605,426764410,1164902,814671,350231,0,1593607751,2017-10-12
20171013,831712229,404398157,427314073,1186232,841927,344305,0,1593296224,2017-10-13
20171016,838553145,407494299,431058846,1197809,846211,351598,0,1601263528,2017-10-16
20171017,840998943,408746839,432252104,1261744,918786,342958,0,1593640547,2017-10-17
20171018,840467172,408135281,432331892,1163437,863681,299755,0,1593993734,2017-10-18
20171019,846339843,412239994,434099848,1141381,857347,284034,0,1598826141,2017-10-19
20171020,848360340,413421747,434938593,1132548,834416,298132,0,1598920087,2017-10-20
20171023,853070568,417703928,435366640,1140681,841196,299485,0,1601852889,2017-10-23
20171024,854614419,417438636,437175783,1181855,907929,273926,0,1634099640,2017-10-24
20171025,863604096,424311536,439292560,1189181,926680,262501,0,1641571096,2017-10-25
20171026,867769695,425813042,441956653,1167373,920026,247346,0,1615002418,2017-10-26
20171027,872765843,428751410,444014433,1123188,879902,243286,0,1616372967,2017-10-27
20171030,876486689,430903290,445583400,1116840,890558,226282,0,1626075635,2017-10-30
20171031,878296997,431366309,446930688,1110180,880099,230080,0,1630711207,2017-10-31
20171101,885835531,436033197,449802334,1106212,879316,226896,0,1633842809,2017-11-01
20171102,893830415,441949480,451880935,1126186,900689,225497,0,1631247507,2017-11-02
20171103,899626087,445045538,454580549,1165346,943188,222158,0,1627562233,2017-11-03
20171106,904123961,446330395,457793566,1056577,833319,223258,0,1635253020,2017-11-06
20171107,907256670,444827826,462428844,1002746,792401,210346,0,1635637150,2017-11-07
20171108,913219774,448499617,464720156,974837,774445,200392,0,1639463409,2017-11-08
20171109,917380540,450706067,466674473,969877,754799,215078,0,1642318032,2017-11-09
20171110,923363849,454312856,469050993,974003,758040,215964,0,1640921261,2017-11-10
20171113,929455034,457445441,472009593,935284,718797,216487,0,1649744477,2017-11-13
20171114,934114177,459993549,474120628,947210,715892,231317,0,1659711848,2017-11-14
20171115,938651345,461030019,477621327,933990,707989,226001,0,1668587568,2017-11-15
20171116,943373880,463309607,480064273,924839,698935,225905,0,1670686598,2017-11-16
20171117,950414417,465922445,484491972,923159,691593,231566,0,1707152015,2017-11-17
20171120,957644914,467591439,490053475,915880,685931,229949,0,1672314847,2017-11-20
20171121,965929777,468603735,497326042,913396,685429,227967,0,1676788426,2017-11-21
20171122,970912296,470035871,500876425,925436,689523,235913,0,1687847885,2017-11-22
20171123,981072975,470757127,510315848,934350,694640,239710,0,1693223889,2017-11-23
20171124,989016720,473446410,515570309,932600,701512,231089,0,1689620622,2017-11-24
20171127,990974427,472279530,518694897,918615,691351,227264,0,1680693764,2017-11-27
20171128,998190551,473681663,524508888,912646,684186,228460,0,1710059360,2017-11-28
20171129,1004665343,478560752,526104591,845162,628447,216715,0,1717383391,2017-11-29
20171130,1003119741,475898890,527220851,810992,611941,199051,0,1720709215,2017-11-30
20171201,1002250359,474524968,527725391,824369,616305,208064,0,1717100542,2017-12-01
20171204,1005243586,477610109,527633476,813387,587025,226362,0,1689241110,2017-12-04
20171205,1008731360,478088895,530642465,864837,590496,274341,0,1692236167,2017-12-05
20171206,1014512019,480113453,534398566,849297,580228,269068,0,1692112553,2017-12-06
20171207,1011355578,476710945,534644633,837117,575681,261436,0,1691630286,2017-12-07
20171208,1016663949,479864245,536799704,778002,559191,218810,0,1699975623,2017-12-08
20171211,1014119579,478486609,535632970,748881,528400,220481,0,1697548959,2017-12-11
20171212,1007113083,474428899,532684184,704400,510125,194275,0,1690918293,2017-12-12
20171213,1001805601,471640524,530165078,703649,508807,194842,0,1687214874,2017-12-13
20171214,1007152569,473087271,534065297,644840,448486,196354,0,1693681531,2017-12-14
20171215,1005358269,467266843,538091425,655233,453463,201771,0,1686280865,2017-12-15
20171218,1013957315,470583700,543373615,659025,454204,204821,0,1687259045,2017-12-18
20171219,1010745218,465156852,545588366,659911,459606,200305,0,1690591469,2017-12-19
20171220,1010373657,464749927,545623730,611578,416237,195341,0,1694054427,2017-12-20
20171221,1004329069,460500577,543828492,584282,400850,183432,0,1689397921,2017-12-21
20171222,999806646,457004976,542801670,589695,403172,186523,0,1686422553,2017-12-22
20171226,993780258,455515734,538264525,549418,375206,174212,0,1685895194,2017-12-26
20171227,985811781,451401546,534410235,496224,343184,153041,0,1686018447,2017-12-27
20171228,986800795,448598109,538202686,471248,323557,147691,0,1664620725,2017-12-28
20171229,986181844,448299853,537881990,471248,323557,147691,0,1667405856,2017-12-29
20180102,989452969,451445144,538007825,493343,334649,158693,0,1669772131,2018-01-02
20180103,992326999,449871577,542455422,482192,332255,149938,0,1670541888,2018-01-03
20180104,1002297395,450612984,551684410,480769,319980,160788,0,1678200039,2018-01-04
20180105,1015655073,453871610,561783463,484495,329450,155045,0,1688704133,2018-01-05
20180108,1028746552,456792495,571954058,499990,329016,170974,0,1705699476,2018-01-08
20180109,1032359336,454628279,577731057,625565,417371,208194,0,1708401354,2018-01-09
20180110,1045598632,457809332,587789301,539245,348778,190467,0,1713555480,2018-01-10
20180111,1052533606,460525672,592007934,571458,373330,198128,0,1723862166,2018-01-11
20180112,1061751384,468027413,593723971,584738,388041,196697,0,1732452584,2018-01-12
20180115,1068553182,470626259,597926924,575335,365178,210158,0,1743050167,2018-01-15
20180116,1071241062,470302489,600938573,592934,386885,206049,0,1746573282,2018-01-16
20180117,1077369824,471152362,606217462,608822,401229,207593,0,1756719287,2018-01-17
20180118,1082245884,472081200,610164685,612026,401649,210376,0,1749096967,2018-01-18
20180119,1086366822,475437408,610929414,617444,398001,219443,0,1757441793,2018-01-19
20180122,1092759959,477241011,615518948,610299,398235,212064,0,1756386739,2018-01-22
20180123,1099507397,479195813,620311584,610997,398731,212266,0,1762973656,2018-01-23
20180124,1098592540,478068821,620523719,603662,398837,204825,0,1770944939,2018-01-24
20180125,1097739304,474928636,622810668,639454,417940,221513,0,1758877708,2018-01-25
20180126,1106589825,476033925,630555900,625026,405815,219211,0,1760898310,2018-01-26
20180129,1108767033,476752345,632014688,622993,407549,215444,0,1767814873,2018-01-29
20180130,1118194634,478388909,639805725,624263,403305,220959,0,1765716026,2018-01-30
20180131,1127877352,480133598,647743754,628436,403269,225166,0,1798060250,2018-01-31
20180201,1136120152,484817934,651302219,624001,400528,223474,0,1805594351,2018-02-01
20180202,1142039634,490396225,651643409,605494,393228,212266,0,1807199276,2018-02-02
20180205,1142594059,491212076,651381983,647548,414809,232739,0,1807153008,2018-02-05
20180206,1140490736,491871199,648619537,629543,404012,225531,0,1829094941,2018-02-06
20180207,1134135524,493369205,640766319,626592,403309,223283,0,1828013099,2018-02-07
20180208,1105123628,483711641,621411987,550038,328386,221651,0,1816184204,2018-02-08
20180209,1104984476,527196192,577788284,530831,367386,163445,0,1821339854,2018-02-09
20180212,1104332698,531233119,573099578,637603,393276,244327,0,1823532107,2018-02-12
20180213,1103160049,530220416,572939633,599893,422357,177536,0,1814681769,2018-02-13
20180214,1108690881,533157399,575533482,614391,419160,195231,0,1811581214,2018-02-14
20180219,1101759827,528098883,573660944,668136,477430,190706,0,1815658845,2018-02-19
20180220,1099349117,525522001,573827116,667908,473485,194424,0,1812852123,2018-02-20
20180221,1104299427,527388125,576911302,704608,481110,223499,0,1807300955,2018-02-21
20180222,1114734829,529717845,585016984,682027,463269,218758,0,1819967441,2018-02-22
20180223,1119339918,532693041,586646877,702909,466834,236075,0,1819422187,2018-02-23
20180226,1125205460,535279881,589925578,723219,478099,245120,0,1821069816,2018-02-26
20180227,1125085940,533447261,591638679,750406,522463,227943,0,1821275475,2018-02-27
20180228,1124238267,531698196,592540071,789981,541218,248763,0,1820529048,2018-02-28
20180302,1123275504,530429354,592846150,796723,551538,245185,0,1824974328,2018-03-02
20180305,1120358227,529116389,591241838,748094,508725,239369,0,1824933635,2018-03-05
20180306,1124302805,533873962,590428842,802905,547443,255462,0,1831882275,2018-03-06
20180307,1124451760,534395548,590056212,794418,554112,240306,0,1832225386,2018-03-07
20180308,1124150542,535996752,588153789,873099,581244,291855,0,1828923066,2018-03-08
20180309,1120535543,532462832,588072710,859253,578316,280937,0,1841024372,2018-03-09
20180312,1117829507,529556306,588273201,931898,604625,327274,0,1833745668,2018-03-12
20180313,1124028607,534829161,589199446,957504,624806,332698,0,1835847911,2018-03-13
20180314,1129713241,533528833,596184408,947236,618089,329148,0,1836024824,2018-03-14
20180315,1142346167,540106637,602239530,949219,617488,331731,0,1834453291,2018-03-15
20180316,1151773111,543487656,608285455,991839,638841,352999,0,1817480795,2018-03-16
20180319,1159354750,546012719,613342030,973836,629184,344651,0,1821330361,2018-03-19
20180320,1160889580,545662418,615227162,1013725,624910,388815,0,1826162000,2018-03-20
20180321,1163222324,548425949,614796375,982867,622300,360567,0,1825672910,2018-03-21
20180322,1166684355,550052642,616631714,996952,618889,378063,0,1820722210,2018-03-22
20180323,1168112977,547971140,620141838,961690,602315,359375,0,1827100073,2018-03-23
20180326,1160891733,545194225,615697509,1002439,643173,359266,0,1831769818,2018-03-26
20180327,1134940123,537246002,597694121,917440,611850,305590,0,1840437134,2018-03-27
20180328,1122468822,536130867,586337955,1013278,686715,326563,0,1832886370,2018-03-28
20180329,1130198067,537526477,592671591,1050770,705761,345009,0,1815648563,2018-03-29
20180330,1134206790,541198071,593008719,1033633,679258,354375,0,1818696311,2018-03-30
20180402,1141381946,546609894,594772052,1087008,680783,406225,0,1829118783,2018-04-02
20180403,1147688833,548525867,599162965,1085339,690127,395212,0,1827584321,2018-04-03
20180404,1153121223,549568353,603552870,1092723,669614,423109,0,1827284005,2018-04-04
20180405,1157275068,552754295,604520773,1116022,670485,445537,0,1823664061,2018-04-05
20180406,1164596210,555903084,608693126,1057421,643895,413526,0,1831926092,2018-04-06
20180409,1166925570,555422048,611503521,1080892,670641,410251,0,1827497380,2018-04-09
20180410,1169551006,557428366,612122640,1088347,652623,435724,0,1832360440,2018-04-10
20180411,1174696632,559032358,615664274,1147640,661735,485905,0,1830586294,2018-04-11
20180412,1178959266,559441333,619517933,1118584,664909,453674,0,1843203216,2018-04-12
20180413,1185587292,562660382,622926910,1147524,683126,464399,0,1843115905,2018-04-13
20180416,1190242590,565007099,625235491,1156958,709816,447142,0,1851652316,2018-04-16
20180417,1193933650,567922764,626010886,1152102,705385,446717,0,1846544830,2018-04-17
20180418,1199457080,570686446,628770634,1177216,728103,449113,0,1846301507,2018-04-18
20180419,1206542105,574535442,632006664,1154570,724896,429674,0,1855631055,2018-04-19
20180420,1206642576,572308908,634333669,1238968,806487,432480,0,1850673447,2018-04-20
20180423,1212155492,581048271,631107220,1246174,811030,435145,0,1853325850,2018-04-23
20180424,1216596407,585208556,631387851,1154806,732424,422382,0,1854684929,2018-04-24
20180425,1218004157,590195750,627808407,1137405,745819,391586,0,1862585160,2018-04-25
20180426,1217716247,591892886,625823361,1094390,675628,418762,0,1857079356,2018-04-26
20180427,1218571840,594441574,624130266,1095598,673847,421751,0,1859991806,2018-04-27
20180430,1222244907,597546962,624697945,1150820,706623,444197,0,1862134416,2018-04-30
20180502,1226814493,601589169,625225324,1222913,805222,417691,0,1862171399,2018-05-02
20180503,1225535298,601923132,623612166,1220357,805187,415170,0,1859153273,2018-05-03
20180504,1229103122,606925099,622178023,1216144,771522,444622,0,1865523768,2018-05-04
20180508,1228449983,606685747,621764235,1154443,737225,417218,0,1870042906,2018-05-08
20180509,1231045525,610763195,620282330,1180846,768373,412473,0,1873463643,2018-05-09
20180510,1223057987,606977801,616080185,1064448,726892,337555,0,1869017381,2018-05-10
20180511,1215563138,605117100,610446038,1163543,783389,380154,0,1855847206,2018-05-11
20180514,1223863052,607202638,616660414,1311085,904513,406572,0,1864046749,2018-05-14
20180515,1228043651,608721580,619322070,1379279,960836,418444,0,1861352471,2018-05-15
20180516,1239562337,614628726,624933610,1363448,929733,433716,0,1862267195,2018-05-16
20180517,1248762429,622193145,626569284,1306912,879664,427248,0,1863911468,2018-05-17
20180518,1246352542,621524849,624827693,1192565,826221,366344,0,1850992490,2018-05-18
20180521,1243354189,621082594,622271595,1169068,798294,370773,0,1851560898,2018-05-21
20180523,1241126510,620006924,621119586,1233262,830544,402718,0,1846223571,2018-05-23
20180524,1248241304,621552265,626689040,1292029,869779,422249,0,1845515901,2018-05-24
20180525,1252641385,624475734,628165651,1331082,901602,429481,0,1853761985,2018-05-25
20180528,1252123507,623282431,628841076,1345272,892082,453190,0,1852650161,2018-05-28
20180529,1234323829,608058481,626265348,1189577,793898,395679,0,1846848906,2018-05-29
20180530,1240776980,614672587,626104393,1289805,854895,434911,0,1860851243,2018-05-30
20180531,1249975030,619282070,630692961,1242118,839550,402568,0,1869256057,2018-05-31
20180601,1253924790,624498805,629425984,1279908,859891,420017,0,1872507949,2018-06-01
20180604,1256521021,628179057,628341964,1305292,860727,444564,0,1869427196,2018-06-04
20180605,1256994729,627406212,629588516,1305669,878699,426970,0,1866233327,2018-06-05
20180607,1257727050,626537574,631189476,1316228,877453,438775,0,1868689342,2018-06-07
20180608,1257910747,626871273,631039474,1394971,961811,433160,0,1867635646,2018-06-08
20180611,1262429588,628914682,633514906,1455399,947306,508093,0,1867559122,2018-06-11
20180612,1264925836,629517683,635408153,1390127,875232,514894,0,1873449766,2018-06-12
20180614,1259965792,626267257,633698535,1453231,941363,511868,0,1872751647,2018-06-14
20180615,1256580343,624656649,631923694,1475099,927799,547299,0,1875487721,2018-06-15
20180618,1251938202,626280086,625658116,1407338,861208,546130,0,1886006742,2018-06-18
20180619,1245999487,625118636,620880851,1420442,897522,522920,0,1901998147,2018-06-19
20180620,1227375076,614539134,612835942,1255664,792282,463382,0,1897846024,2018-06-20
20180621,1203933020,605363494,598569527,1185394,780272,405122,0,1878910383,2018-06-21
20180622,1197010743,605121492,591889251,1387219,888796,498423,0,1862475059,2018-06-22
20180625,1200066995,607842467,592224528,1467683,935554,532129,0,1865807181,2018-06-25
20180626,1192243955,605088378,587155577,1436648,947522,489126,0,1862861801,2018-06-26
20180627,1191586788,604575423,587011365,1362004,822796,539208,0,1858465111,2018-06-27
20180628,1188945366,603496122,585449244,1317481,821107,496374,0,1873418515,2018-06-28
20180629,1181948171,599814433,582133738,1316465,826438,490027,0,1871901681,2018-06-29
20180702,1169557457,593224667,576332790,1252561,801524,451036,0,1870143651,2018-07-02
20180703,1157353145,588759442,568593702,1387341,847999,539342,0,1860994702,2018-07-03
20180704,1144921200,583690014,561231186,1296004,844125,451879,0,1864034185,2018-07-04
20180705,1125158459,575056884,550101576,1445843,923227,522616,0,1864096512,2018-07-05
20180706,1124910076,575716643,549193433,1528685,973984,554700,0,1858935084,2018-07-06
20180709,1121104402,572559007,548545395,1501036,928664,572372,0,1852595413,2018-07-09
20180710,1118595369,571349521,547245847,1582083,1055947,526135,0,1868002129,2018-07-10
20180711,1118866414,572119807,546746606,1630071,1097107,532965,0,1866698140,2018-07-11
20180712,1118103426,570292400,547811026,1673334,1115804,557530,0,1846202896,2018-07-12
20180713,1123017732,572710254,550307478,1642224,1118221,524003,0,1849982615,2018-07-13
20180716,1127137122,576037806,551099316,1685429,1087048,598382,0,1857217605,2018-07-16
20180717,1129867305,575865974,554001330,1727835,1131509,596327,0,1852824229,2018-07-17
20180718,1136739751,579594151,557145600,1676902,1084801,592101,0,1864806091,2018-07-18
20180719,1141381536,581860508,559521028,1699007,1094605,604402,0,1869407997,2018-07-19
20180720,1139486514,581034004,558452510,1666854,1094122,572732,0,1865555387,2018-07-20
20180723,1132123816,576685746,555438070,1707637,1168827,538810,0,1865608452,2018-07-23
20180724,1125951745,574241145,551710600,1653230,1116285,536945,0,1864262694,2018-07-24
20180725,1107465672,565637789,541827884,1497114,1010644,486470,0,1866410848,2018-07-25
20180726,1092036505,559225354,532811152,1671967,1176547,495420,0,1860129351,2018-07-26
20180727,1088475643,557707429,530768214,1566899,1104721,462178,0,1860656143,2018-07-27
20180730,1082570920,555568390,527002529,1701884,1217986,483898,0,1852438223,2018-07-30
20180731,1086841930,556866429,529975501,1777623,1286382,491241,0,1854687453,2018-07-31
20180801,1090610990,557417772,533193218,1718363,1250213,468149,0,1860022103,2018-08-01
20180802,1093259701,557919781,535339921,1605407,1155132,450275,0,1859435444,2018-08-02
20180803,1094990119,559165105,535825014,1710497,1200625,509872,0,1859823575,2018-08-03
20180806,1106444611,566502946,539941665,1655967,1102337,553630,0,1868234326,2018-08-06
20180807,1108355546,567247856,541107690,1770233,1173153,597080,0,1865736748,2018-08-07
20180808,1110983666,567313373,543670293,1706529,1137949,568580,0,1867729679,2018-08-08
20180809,1114101646,568796557,545305089,1685557,1091137,594420,0,1868999041,2018-08-09
20180810,1118680630,570523253,548157377,1733020,1103436,629583,0,1874849416,2018-08-10
20180813,1120217337,570146535,550070803,1771947,1095762,676185,0,1877988915,2018-08-13
20180814,1123313783,571483771,551830012,1745148,1081380,663769,0,1880610361,2018-08-14
20180816,1116408524,568021596,548386928,1646080,1051712,594368,0,1883874361,2018-08-16
20180817,1105136913,562443877,542693037,1704955,1084934,620021,0,1873161045,2018-08-17
20180820,1106121172,565624125,540497047,1673738,1081316,592421,0,1871779679,2018-08-20
20180821,1107906913,567133046,540773866,1753970,1080046,673924,0,1870360247,2018-08-21
20180822,1114483725,570036969,544446757,1786203,1147540,638664,0,1871662699,2018-08-22
20180823,1115505398,571439595,544065803,1894679,1257308,637371,0,1870696266,2018-08-23
20180824,1121328287,573688993,547639294,1928106,1274729,653377,0,1875545304,2018-08-24
20180827,1127472608,576714343,550758265,1922942,1283093,639849,0,1877482841,2018-08-27
20180828,1130684809,577548483,553136327,1976859,1319271,657589,0,1874582833,2018-08-28
20180829,1128874511,575891183,552983328,1896785,1270910,625875,0,1874916071,2018-08-29
20180830,1128673753,572270879,556402875,1838050,1232896,605154,0,1880613840,2018-08-30
20180831,1130685056,571195367,559489688,1896700,1257359,639341,0,1884479551,2018-08-31
20180903,1135991317,573933604,562057713,1883750,1237494,646256,0,1883861234,2018-09-03
20180904,1137766042,574382647,563383395,1911815,1230463,681352,0,1877446548,2018-09-04
20180905,1146639948,578437121,568202827,1766992,1110907,656085,0,1890146733,2018-09-05
20180906,1150109613,580171208,569938405,1875894,1194265,681629,0,1885609330,2018-09-06
20180907,1159503258,584586224,574917033,1813965,1110072,703893,0,1882859844,2018-09-07
20180910,1160001377,586439422,573561954,1829694,1171082,658612,0,1889009151,2018-09-10
20180911,1160880244,586944264,573935980,1822662,1131688,690974,0,1889492927,2018-09-11
20180912,1162784226,587504382,575279844,1881722,1192477,689245,0,1890586714,2018-09-12
20180913,1170344211,593094838,577249373,1917661,1183885,733776,0,1894106405,2018-09-13
20180914,1175341893,597758976,577582916,1916518,1115369,801149,0,1897130334,2018-09-14
20180917,1178210733,600188149,578022584,1876707,1111508,765199,0,1901566653,2018-09-17
20180918,1177201794,596425203,580776591,2003041,1208157,794883,0,1899063999,2018-09-18
20180919,1180673717,599022152,581651566,2027214,1221667,805547,0,1904146926,2018-09-19
20180920,1183722305,600854557,582867748,1976260,1156676,819585,0,1906423082,2018-09-20
20180921,1183392909,599094393,584298516,1841457,1079326,762131,0,1898496977,2018-09-21
20180927,1179012399,593547743,585464655,1781829,1014170,767659,0,1895941465,2018-09-27
20180928,1178529374,592727772,585801602,1827359,1091295,736064,0,1894743024,2018-09-28
20181001,1181148983,594523280,586625703,1800001,1072868,727133,0,1902421095,2018-10-01
20181002,1185897165,597030317,588866848,1607329,950018,657311,0,1913437164,2018-10-02
20181004,1185673862,597437765,588236097,1621000,944169,676831,0,1912870847,2018-10-04
20181005,1183124084,596128513,586995571,1618937,970599,648337,0,1912216745,2018-10-05
20181008,1178582990,598109432,580473559,1570565,964163,606403,0,1911836664,2018-10-08
20181010,1170041409,596036431,574004978,1439871,894983,544888,0,1907530713,2018-10-10
20181011,1157454468,592748925,564705543,1483807,895578,588229,0,1909528507,2018-10-11
20181012,1136530951,582397979,554132972,1207861,727885,479976,0,1904135003,2018-10-12
20181015,1088328286,561736429,526591857,976761,610442,366319,0,1885914317,2018-10-15
20181016,1069086273,552834063,516252210,1166291,732941,433349,0,1866015616,2018-10-16
20181017,1069741243,552531338,517209905,1216093,724553,491539,0,1872773616,2018-10-17
20181018,1069139204,552716696,516422508,1379520,818626,560894,0,1878018749,2018-10-18
20181019,1073098390,552968831,520129559,1506329,911825,594503,0,1861280561,2018-10-19
20181022,1079689136,556699870,522989266,1448839,882277,566562,0,1871391153,2018-10-22
20181023,1080491122,556518319,523972804,1477920,894152,583767,0,1869212275,2018-10-23
20181024,1081716902,556692391,525024511,1482533,877996,604538,0,1873213708,2018-10-24
20181025,1078444848,557548591,520896257,1270173,710173,560000,0,1879524563,2018-10-25
20181026,1050815090,540690005,510125086,1142004,683061,458943,0,1866281873,2018-10-26
20181029,1015783540,523751551,492031989,1210781,758446,452334,0,1839387422,2018-10-29
20181030,984863615,508125133,476738482,1161336,749563,411773,0,1832220036,2018-10-30
20181031,936592239,485077045,451515194,1121753,726321,395432,0,1819747410,2018-10-31
20181101,900021415,468432646,431588769,1331896,842845,489051,0,1790609929,2018-11-01
20181102,902564757,470589972,431974785,1490225,938008,552217,0,1790712232,2018-11-02
20181105,903830168,470728270,433101898,1614161,1055767,558394,0,1789127257,2018-11-05
20181106,898489532,464477239,434012293,1831947,1219544,612403,0,1785703169,2018-11-06
20181107,916415886,475199736,441216151,1862199,1231583,630616,0,1791106642,2018-11-07
20181108,926790252,480356279,446433973,1837735,1193423,644312,0,1796746830,2018-11-08
20181109,935604613,483287041,452317572,1784121,1171700,612421,0,1799466719,2018-11-09
20181112,938312290,484055581,454256709,1938901,1271779,667122,0,1797790076,2018-11-12
20181113,944147638,487359352,456788286,1857396,1205654,651742,0,1805857890,2018-11-13
20181114,941340714,486294968,455045746,1832747,1215646,617101,0,1808574086,2018-11-14
20181115,939084880,484967102,454117778,1715259,1108634,606625,0,1788391771,2018-11-15
20181116,941875086,486210620,455664467,1750758,1102933,647825,0,1787718410,2018-11-16
20181119,942497514,486065310,456432204,1881440,1240784,640656,0,1784985998,2018-11-19
20181120,944645801,487548569,457097232,1979762,1278708,701054,0,1793552086,2018-11-20
20181121,949153658,489130442,460023216,2011858,1301887,709971,0,1795163778,2018-11-21
20181122,958616237,492539762,466076475,1986759,1280205,706554,0,1791445881,2018-11-22
20181123,965086680,496501836,468584843,1939881,1194632,745249,0,1790957423,2018-11-23
20181126,969824658,498922208,470902450,1911308,1202042,709266,0,1790735556,2018-11-26
20181127,966054873,497310729,468744144,1917002,1236167,680835,0,1789954649,2018-11-27
20181128,958779738,492402577,466377161,2007932,1282976,724955,0,1790732055,2018-11-28
20181129,958259051,491277823,466981228,2119312,1377158,742154,0,1792871219,2018-11-29
20181130,961454234,490792508,470661727,2146854,1416161,730694,0,1795750453,2018-11-30
20181203,959418641,487112420,472306221,2157709,1473930,683778,0,1800106448,2018-12-03
20181204,961841453,490716740,471124714,2110833,1435141,675692,0,1806402935,2018-12-04
20181205,961239229,488904006,472335223,2234987,1515521,719466,0,1800489488,2018-12-05
20181206,969449125,493696263,475752862,2232086,1500060,732026,0,1811511115,2018-12-06
20181207,974539104,496358111,478180993,2133300,1424165,709135,0,1803776273,2018-12-07
20181210,972401694,496576492,475825202,1989313,1357389,631925,0,1807704222,2018-12-10
20181211,968420260,495125307,473294954,1963310,1321655,641655,0,1804744947,2018-12-11
20181212,965395610,493090514,472305096,1846428,1257976,588452,0,1803600539,2018-12-12
20181213,960293613,492471195,467822418,1908539,1290083,618456,0,1802349915,2018-12-13
20181214,956299661,490852273,465447389,2012236,1342887,669349,0,1802179831,2018-12-14
20181217,957107921,490021213,467086708,2150033,1464983,685050,0,1800659760,2018-12-17
